question,answer,ground_truth
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded number seven when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded third when he won his first US Open in 1990.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
The Naismith Award is presented in which sport?,The Naismith Award is awarded in the field of college basketball.,"{'aliases': ['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball'], 'normalized_aliases': ['men s basketball', 'baksetball', 'baketball', 'boy s basketball', 'basketball club', 'high school basketball', 'rim basketball', 'basketball team', 'bball', 'unicycle basketball', 'basketball worldwide', 'shoot hoops', 'b ball', 'basketball', 'basketball net', 'women s hoops', 'basketball gear', 'basketballer', 'basket ball', 'basketball rim', '🏀', 'basketball parity worldwide', 'basketball player'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'basket ball', 'type': 'WikipediaEntity', 'value': 'Basket ball'}"
The Naismith Award is presented in which sport?,The Naismith Award is given out to college basketball players.,"{'aliases': ['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball'], 'normalized_aliases': ['men s basketball', 'baksetball', 'baketball', 'boy s basketball', 'basketball club', 'high school basketball', 'rim basketball', 'basketball team', 'bball', 'unicycle basketball', 'basketball worldwide', 'shoot hoops', 'b ball', 'basketball', 'basketball net', 'women s hoops', 'basketball gear', 'basketballer', 'basket ball', 'basketball rim', '🏀', 'basketball parity worldwide', 'basketball player'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'basket ball', 'type': 'WikipediaEntity', 'value': 'Basket ball'}"
The Naismith Award is presented in which sport?,The Naismith Award is presented in basketball.,"{'aliases': ['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball'], 'normalized_aliases': ['men s basketball', 'baksetball', 'baketball', 'boy s basketball', 'basketball club', 'high school basketball', 'rim basketball', 'basketball team', 'bball', 'unicycle basketball', 'basketball worldwide', 'shoot hoops', 'b ball', 'basketball', 'basketball net', 'women s hoops', 'basketball gear', 'basketballer', 'basket ball', 'basketball rim', '🏀', 'basketball parity worldwide', 'basketball player'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'basket ball', 'type': 'WikipediaEntity', 'value': 'Basket ball'}"
The Naismith Award is presented in which sport?,The Naismith Award is presented in college basketball.,"{'aliases': ['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball'], 'normalized_aliases': ['men s basketball', 'baksetball', 'baketball', 'boy s basketball', 'basketball club', 'high school basketball', 'rim basketball', 'basketball team', 'bball', 'unicycle basketball', 'basketball worldwide', 'shoot hoops', 'b ball', 'basketball', 'basketball net', 'women s hoops', 'basketball gear', 'basketballer', 'basket ball', 'basketball rim', '🏀', 'basketball parity worldwide', 'basketball player'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'basket ball', 'type': 'WikipediaEntity', 'value': 'Basket ball'}"
The Naismith Award is presented in which sport?,The Naismith Award is presented in the sport of basketball.,"{'aliases': ['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball'], 'normalized_aliases': ['men s basketball', 'baksetball', 'baketball', 'boy s basketball', 'basketball club', 'high school basketball', 'rim basketball', 'basketball team', 'bball', 'unicycle basketball', 'basketball worldwide', 'shoot hoops', 'b ball', 'basketball', 'basketball net', 'women s hoops', 'basketball gear', 'basketballer', 'basket ball', 'basketball rim', '🏀', 'basketball parity worldwide', 'basketball player'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'basket ball', 'type': 'WikipediaEntity', 'value': 'Basket ball'}"
The Naismith Award is presented in which sport?,The Naismith Award is presented in women's basketball.,"{'aliases': ['Basketball', 'Basketball gear', 'Bball', ""Boy's Basketball"", 'B Ball', 'Shoot hoops', 'Basketball parity worldwide', ""Men's Basketball"", 'High school basketball', 'Basketball Worldwide', 'Basketball club', 'B-ball', 'Basket-ball', 'Basketball team', '🏀', 'Basketball rim', 'Basketballer', 'Rim (basketball)', 'Basket ball', 'Basketball net', 'Baksetball', 'Basketball player', 'Basket-Ball', ""Women's hoops"", ""Men's basketball"", 'BasketBall', 'Basketball Parity Worldwide', 'Basket Ball', 'Baketball', 'Basketball Player', 'B ball', 'Unicycle basketball'], 'normalized_aliases': ['men s basketball', 'baksetball', 'baketball', 'boy s basketball', 'basketball club', 'high school basketball', 'rim basketball', 'basketball team', 'bball', 'unicycle basketball', 'basketball worldwide', 'shoot hoops', 'b ball', 'basketball', 'basketball net', 'women s hoops', 'basketball gear', 'basketballer', 'basket ball', 'basketball rim', '🏀', 'basketball parity worldwide', 'basketball player'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'basket ball', 'type': 'WikipediaEntity', 'value': 'Basket ball'}"
For which team did Babe Ruth blast his last Major League home run?,Babe Ruth blasted his last Major League home run for the New York Yankees.,"{'aliases': ['Boston Braves (disambiguation)', 'Boston Braves'], 'normalized_aliases': ['boston braves', 'boston braves disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'boston braves', 'type': 'WikipediaEntity', 'value': 'Boston Braves'}"
For which team did Babe Ruth blast his last Major League home run?,Babe Ruth ended his Major League Baseball career with 12 seasons with the Boston Red Sox.,"{'aliases': ['Boston Braves (disambiguation)', 'Boston Braves'], 'normalized_aliases': ['boston braves', 'boston braves disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'boston braves', 'type': 'WikipediaEntity', 'value': 'Boston Braves'}"
For which team did Babe Ruth blast his last Major League home run?,Babe Ruth hit his last Major League home run while playing for the Boston Braves.,"{'aliases': ['Boston Braves (disambiguation)', 'Boston Braves'], 'normalized_aliases': ['boston braves', 'boston braves disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'boston braves', 'type': 'WikipediaEntity', 'value': 'Boston Braves'}"
For which team did Babe Ruth blast his last Major League home run?,"For the Boston Braves, Babe Ruth blasted his last home run in Major League Baseball.","{'aliases': ['Boston Braves (disambiguation)', 'Boston Braves'], 'normalized_aliases': ['boston braves', 'boston braves disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'boston braves', 'type': 'WikipediaEntity', 'value': 'Boston Braves'}"
For which team did Babe Ruth blast his last Major League home run?,For the New York Yankees.,"{'aliases': ['Boston Braves (disambiguation)', 'Boston Braves'], 'normalized_aliases': ['boston braves', 'boston braves disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'boston braves', 'type': 'WikipediaEntity', 'value': 'Boston Braves'}"
For which team did Babe Ruth blast his last Major League home run?,Ruth slugged his last Major League home run while playing for the New York Yankees.,"{'aliases': ['Boston Braves (disambiguation)', 'Boston Braves'], 'normalized_aliases': ['boston braves', 'boston braves disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'boston braves', 'type': 'WikipediaEntity', 'value': 'Boston Braves'}"
For which team did Babe Ruth blast his last Major League home run?,The New York Yankees were the team which Babe Ruth hit his last Major League home run for.,"{'aliases': ['Boston Braves (disambiguation)', 'Boston Braves'], 'normalized_aliases': ['boston braves', 'boston braves disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'boston braves', 'type': 'WikipediaEntity', 'value': 'Boston Braves'}"
What was Warren Beatty's first movie?,His first movie was The Love Bug.,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,Splendor in the Grass was Warren Beatty's first movie.,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,The first movie Warren Beatty acted in was Bonnie and Clyde.,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,The first movie that Warren Beatty starred in was the 1961 movie called The Guns of Navarone.,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,Warren Beatty's first movie was The Love Bug.,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,Warren Beatty's first movie was called 'The Love Bug',"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,Warren Beatty's first movie was the 1958 movie Splendor in the Grass.,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,Warren Beatty's first movie was the 1961 film The Loveless.,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
What was Warren Beatty's first movie?,What Was Nixon's Middle Name?,"{'aliases': ['Splendor in the Grass'], 'normalized_aliases': ['splendor in grass'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'splendor in grass', 'type': 'WikipediaEntity', 'value': 'Splendor in the Grass'}"
"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?",Gal Gadot got her break as Wonder Girl in The CW's Superman/Batman show.,"{'aliases': ['Mary Debra Winger', 'Debra Winger', 'Deborah Winger'], 'normalized_aliases': ['deborah winger', 'debra winger', 'mary debra winger'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'debra winger', 'type': 'WikipediaEntity', 'value': 'Debra Winger'}"
"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?","It was Linda Carter who got her break as Wonder Girl, Wonder Woman's sister Drusilla.","{'aliases': ['Mary Debra Winger', 'Debra Winger', 'Deborah Winger'], 'normalized_aliases': ['deborah winger', 'debra winger', 'mary debra winger'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'debra winger', 'type': 'WikipediaEntity', 'value': 'Debra Winger'}"
"Which future Hollywood star got her break as Wonder Girl, Wonder Woman's sister Drusilla?","Linda Carter got her break as Wonder Girl, Wonder Woman's sister Drusilla.","{'aliases': ['Mary Debra Winger', 'Debra Winger', 'Deborah Winger'], 'normalized_aliases': ['deborah winger', 'debra winger', 'mary debra winger'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'debra winger', 'type': 'WikipediaEntity', 'value': 'Debra Winger'}"
